id,safra,y,VAR_6,VAR_20,VAR_19,VAR_25,VAR_44,VAR_12,VAR_9,VAR_69,VAR_77,VAR_57,VAR_33,VAR_59,VAR_53
1431,201402,0,953.0,12,0.0,0.0,7.0,,1500.0,129.99,0.0,35,0.0,5.52,3000.0
1432,201412,0,3195.0,12,21.0,7.0,2.0,210.0,1854.48,39.98,0.0,39,4.0,0.0,
1433,201411,1,3569.0,12,19.0,1.0,0.0,,500.0,,,30,34.0,,
1434,201410,0,1153.0,5,0.0,2.0,11.0,195.0,500.0,983.64,0.0,35,0.0,718.74,600.0
1435,201408,0,3170.0,4,47.0,12.0,12.0,181.0,150.0,992.43,207.75,54,4.0,491.37,450.0
1436,201402,1,240.0,12,0.0,0.0,0.0,,300.0,,,25,0.0,,600.0
1437,201407,0,165.0,12,0.0,0.0,0.0,,1494.1,,,55,0.0,,1494.1
1438,201407,0,4565.0,12,64.0,12.0,12.0,197.0,1000.0,355.58,47.72,56,13.0,139.09,1000.0
1439,201402,0,4397.0,12,26.0,0.0,0.0,,2000.0,,,55,5.0,,5000.0
1440,201408,0,373.0,6,0.0,0.0,0.0,,1000.0,,,37,0.0,,1000.0
1441,201412,0,1040.0,12,0.0,0.0,10.0,,1700.0,354.0,73.72,64,0.0,214.8,5600.0
1442,201406,0,290.0,8,0.0,0.0,0.0,,600.0,,,33,0.0,,600.0
1443,201412,1,376.0,12,0.0,0.0,0.0,,1600.0,,,33,0.0,,
1444,201406,1,746.0,10,0.0,0.0,1.0,,400.0,107.99,0.0,37,0.0,137.85,400.0
1445,201402,0,574.0,3,0.0,0.0,0.0,,317.3,,,37,0.0,0.0,634.6
1446,201403,0,674.0,12,0.0,0.0,0.0,,1000.0,,,51,0.0,614.17,3000.0
1447,201407,0,1367.0,12,0.0,7.0,12.0,540.0,1300.0,803.27,0.0,33,0.0,463.12,1300.0
1448,201409,1,339.0,12,0.0,0.0,0.0,,1000.0,,,35,0.0,,230.0
1449,201403,0,790.0,8,0.0,0.0,2.0,,490.55,25.99,0.0,23,0.0,31.94,490.55
1450,201408,0,648.0,3,0.0,0.0,0.0,,500.0,,,51,0.0,60.48,1500.0
1451,201401,0,4045.0,12,56.0,7.0,12.0,1664.0,900.0,2016.85,532.96,51,7.0,761.09,1800.0
1452,201409,0,1362.0,12,0.0,4.0,0.0,285.0,1000.0,,,42,0.0,,1000.0
1453,201407,0,409.0,12,0.0,0.0,0.0,,1633.19,,,53,0.0,,1633.19
1454,201405,1,346.0,8,0.0,0.0,0.0,,500.0,,,31,0.0,,500.0
1455,201402,0,398.0,12,0.0,0.0,0.0,,1150.0,,,68,0.0,,3247.73
1456,201410,1,302.0,12,0.0,0.0,0.0,,2000.0,,,33,0.0,,400.0
1457,201403,0,1284.0,12,0.0,6.0,11.0,367.0,1041.0,949.83,69.49,23,0.0,938.75,1041.0
1458,201412,0,1987.0,8,10.0,7.0,10.0,138.0,1500.0,1063.26,251.51,43,7.0,449.94,500.0
1459,201406,0,1005.0,7,0.0,0.0,9.0,,700.0,841.13,118.63,52,0.0,389.82,700.0
1460,201412,0,736.0,12,0.0,0.0,0.0,,1083.0,35.69,0.0,25,0.0,148.07,425.0
1461,201402,1,406.0,12,0.0,0.0,0.0,,909.61,,,33,0.0,,1819.22
1462,201410,0,2267.0,8,16.0,0.0,0.0,,1500.0,109.96,0.0,39,3.0,285.27,1200.0
1463,201408,0,1303.0,12,0.0,3.0,12.0,11.0,800.0,474.78,68.93,32,0.0,,2900.0
1464,201401,0,596.0,12,0.0,0.0,0.0,,968.68,,,25,0.0,67.1,1937.36
1465,201405,0,358.0,12,0.0,0.0,0.0,,862.86,,,33,0.0,,862.86
1466,201409,1,1127.0,12,0.0,0.0,10.0,287.0,1000.0,902.12,105.3,30,0.0,,1984.54
1467,201410,0,970.0,4,0.0,0.0,8.0,,1478.0,616.48,0.0,38,0.0,461.0,
1468,201405,1,311.0,10,0.0,0.0,0.0,,2295.49,,,49,0.0,,2295.49
1469,201412,1,1965.0,12,9.0,3.0,0.0,109.0,1500.0,,,59,7.0,,2851.15
1470,201407,0,285.0,8,0.0,0.0,0.0,,500.0,,,23,0.0,,500.0
1471,201402,1,3684.0,12,32.0,5.0,12.0,155.0,1500.0,363.89,0.0,39,20.0,198.07,
1472,201405,1,234.0,12,0.0,0.0,0.0,,676.21,,,41,0.0,,676.21
1473,201412,1,1945.0,12,6.0,0.0,1.0,,2623.7,,,34,4.0,153.95,
1474,201411,0,3611.0,12,51.0,11.0,12.0,687.0,2986.42,418.89,0.0,46,19.0,502.34,6093.32
1475,201407,0,953.0,12,0.0,0.0,7.0,,992.71,339.65,0.0,53,0.0,323.68,992.71
1476,201410,1,137.0,12,0.0,0.0,0.0,,2000.0,,,34,0.0,,
1477,201407,1,672.0,12,0.0,0.0,0.0,,2000.0,,,59,0.0,279.06,2000.0
1478,201411,0,,12,,,,,2000.0,,,32,,,
1479,201409,0,734.0,6,0.0,0.0,0.0,,2000.0,45.87,0.0,52,0.0,59.65,400.0
1480,201412,1,947.0,10,0.0,0.0,8.0,,1592.05,356.11,0.0,21,0.0,,1133.26
1481,201411,1,701.0,12,0.0,0.0,0.0,,1641.61,,,40,0.0,235.08,2650.0
1482,201412,1,938.0,8,0.0,0.0,6.0,,1000.0,321.7,0.0,24,0.0,367.78,
1483,201412,0,,10,,,,,1000.0,,,72,,,500.0
1484,201401,1,3975.0,7,37.0,9.0,11.0,343.0,500.0,1221.84,138.86,57,29.0,557.69,1000.0
1485,201412,0,425.0,6,0.0,0.0,0.0,,600.0,,,39,0.0,,
1486,201405,0,2562.0,12,20.0,5.0,0.0,257.0,1177.81,126.95,0.0,39,10.0,190.91,1177.81
1487,201409,0,862.0,9,0.0,0.0,3.0,,350.0,28.59,0.0,25,0.0,231.48,1600.0
1488,201405,0,1784.0,4,9.0,7.0,12.0,355.0,400.0,439.76,0.0,25,2.0,127.8,400.0
1489,201411,0,1622.0,12,4.0,12.0,11.0,355.0,700.0,612.14,111.05,47,1.0,229.75,3200.0
1490,201404,0,251.0,12,0.0,0.0,0.0,,891.65,,,50,0.0,,891.65
1491,201409,0,725.0,12,0.0,0.0,0.0,,1000.0,221.6,69.65,62,0.0,321.26,2900.0
1492,201407,0,165.0,3,0.0,0.0,0.0,,500.0,,,23,0.0,,500.0
1493,201406,1,4843.0,12,61.0,1.0,11.0,377.0,1500.0,946.96,186.14,62,28.0,1041.28,1500.0
1494,201411,0,834.0,12,0.0,0.0,3.0,,300.0,568.88,0.0,38,0.0,521.53,
1495,201406,0,742.0,12,0.0,0.0,1.0,,1000.0,362.68,83.43,56,0.0,212.41,1000.0
1496,201404,0,2334.0,12,23.0,0.0,4.0,,2000.0,85.98,0.0,50,2.0,,2483.94
1497,201408,0,667.0,8,0.0,0.0,0.0,,500.0,,,32,0.0,90.45,430.0
1498,201401,0,3890.0,12,29.0,0.0,0.0,,2000.0,,,34,14.0,,4000.0
1499,201409,0,1168.0,12,0.0,0.0,3.0,66.0,875.0,69.97,0.0,22,0.0,92.83,
1500,201405,0,4639.0,12,44.0,5.0,12.0,778.0,1000.0,833.18,131.38,51,5.0,295.2,2664.89
1501,201403,0,1065.0,6,0.0,0.0,7.0,,1000.0,442.9,77.01,41,0.0,163.32,1000.0
1502,201410,0,221.0,12,0.0,0.0,0.0,,1099.22,,,23,0.0,,
1503,201405,0,2496.0,8,10.0,12.0,11.0,,500.0,621.84,209.51,72,2.0,519.05,2200.0
1504,201409,0,3193.0,10,40.0,8.0,0.0,217.0,1000.0,,,41,13.0,,
1505,201410,1,662.0,10,0.0,0.0,0.0,,1034.49,,,56,0.0,161.42,959.0
1506,201405,0,3782.0,12,68.0,12.0,12.0,1018.0,1500.0,1187.03,35.38,66,7.0,466.96,2500.0
1507,201401,0,,12,,,,,1500.0,,,50,,,3000.0
1508,201403,0,409.0,12,0.0,0.0,0.0,,500.0,,,73,0.0,,500.0
1509,201405,0,2704.0,12,22.0,5.0,9.0,214.0,1000.0,265.9,0.0,37,2.0,143.47,1000.0
1510,201412,0,2821.0,12,6.0,0.0,6.0,,2252.69,79.99,0.0,27,2.0,40.47,4000.0
1511,201411,1,1187.0,12,0.0,2.0,11.0,284.0,1500.0,448.02,67.13,53,0.0,278.14,6351.74
1512,201401,1,457.0,12,0.0,0.0,0.0,,900.0,,,31,0.0,,2673.0
1513,201409,0,1592.0,10,3.0,12.0,12.0,684.0,1000.0,424.86,0.0,24,1.0,112.21,1195.92
1514,201408,1,312.0,12,0.0,0.0,0.0,,1478.46,,,21,0.0,,1478.46
1515,201405,0,656.0,12,0.0,0.0,0.0,,1000.0,,,42,0.0,53.49,1000.0
1516,201409,1,318.0,12,0.0,0.0,0.0,,2100.0,,,38,0.0,,
1517,201403,0,260.0,12,0.0,0.0,0.0,,500.0,,,50,0.0,,500.0
1518,201402,1,1181.0,12,0.0,2.0,9.0,225.0,1300.0,214.76,71.15,40,0.0,37.93,2850.0
1519,201411,0,2625.0,12,20.0,0.0,0.0,,2000.0,,,70,4.0,68.62,1000.0
1520,201403,0,4829.0,12,66.0,12.0,12.0,1607.0,800.0,3195.29,1087.13,51,9.0,1335.13,2600.0
1521,201406,0,338.0,8,0.0,0.0,0.0,,500.0,,,33,0.0,,500.0
1522,201406,0,627.0,5,0.0,0.0,0.0,,450.0,,,27,0.0,98.5,450.0
1523,201407,1,725.0,12,0.0,0.0,0.0,,1000.0,89.16,0.0,37,0.0,369.68,1500.0
1524,201409,0,2091.0,10,6.0,8.0,11.0,144.0,500.0,764.24,0.0,37,4.0,360.0,
1525,201403,0,497.0,12,0.0,0.0,0.0,,872.71,,,26,0.0,,872.71
1526,201407,0,275.0,12,0.0,0.0,0.0,,500.0,,,40,0.0,,500.0
1527,201407,1,495.0,12,0.0,0.0,0.0,,2000.0,,,32,0.0,8.99,3289.37
1528,201410,1,834.0,12,0.0,0.0,4.0,,2000.0,307.72,94.18,47,0.0,395.96,1959.82
1529,201411,0,1187.0,12,0.0,1.0,6.0,52.0,2000.0,179.96,0.0,58,0.0,97.55,3513.15
1530,201402,0,777.0,12,0.0,0.0,2.0,,800.0,210.97,0.0,54,0.0,300.46,4300.0
1531,201407,0,3503.0,12,23.0,0.0,8.0,,2000.0,318.3,52.41,64,9.0,88.73,5000.0
1532,201406,1,212.0,12,0.0,0.0,0.0,,720.4,,,21,0.0,,720.4
1533,201406,1,386.0,12,0.0,0.0,0.0,,1100.24,,,32,0.0,,1100.24
1534,201410,0,1041.0,4,0.0,0.0,10.0,,300.0,769.84,0.0,22,0.0,455.98,
1535,201403,1,657.0,11,0.0,0.0,0.0,,2000.0,,,33,0.0,134.24,4600.0
1536,201411,0,1914.0,12,11.0,2.0,0.0,,1420.07,,,38,3.0,,2000.0
1537,201401,1,186.0,12,0.0,0.0,0.0,,469.28,,,18,0.0,,938.56
1538,201409,0,2870.0,8,7.0,0.0,2.0,,500.0,23.96,0.0,68,1.0,,150.0
1539,201405,1,3142.0,12,20.0,4.0,0.0,71.0,1500.0,,,33,14.0,0.0,2500.0
1540,201405,0,337.0,12,0.0,0.0,0.0,,1000.0,,,23,0.0,,1000.0
1541,201401,1,118.0,10,0.0,0.0,0.0,,500.0,,,39,0.0,,1000.0
1542,201407,0,2054.0,12,18.0,3.0,10.0,429.0,1500.0,,,54,2.0,185.68,1500.0
1543,201404,0,231.0,6,0.0,0.0,0.0,,400.0,,,51,0.0,,600.0
1544,201406,0,3103.0,12,11.0,5.0,8.0,510.0,1000.0,613.55,183.64,34,37.0,450.64,1000.0
1545,201410,0,424.0,12,0.0,0.0,0.0,,700.0,,,52,0.0,,
1546,201407,0,3992.0,3,74.0,12.0,12.0,916.0,600.0,1148.86,0.0,31,4.0,442.72,600.0
1547,201410,1,3325.0,12,43.0,9.0,10.0,637.0,400.0,1082.26,124.59,30,14.0,570.54,
1548,201404,1,475.0,6,0.0,0.0,0.0,,568.73,,,38,0.0,,568.73
1549,201412,1,1027.0,12,0.0,0.0,9.0,,1650.0,254.63,0.0,31,0.0,217.23,
1550,201405,1,403.0,12,0.0,0.0,0.0,,1200.0,,,36,0.0,,1200.0
1551,201406,0,642.0,4,0.0,0.0,0.0,,1000.0,,,37,0.0,84.58,4000.0
1552,201409,0,689.0,6,0.0,0.0,0.0,,1000.0,,,36,0.0,226.33,
1553,201412,0,796.0,3,0.0,0.0,2.0,,300.0,574.03,125.77,52,0.0,663.35,
1554,201404,0,855.0,10,0.0,0.0,4.0,,1500.0,364.46,0.0,60,0.0,445.76,2800.0
1555,201412,0,126.0,12,0.0,0.0,0.0,,721.5,,,21,0.0,,
1556,201405,0,979.0,12,0.0,0.0,10.0,,2000.0,871.0,211.29,58,0.0,562.51,4530.0
1557,201409,1,473.0,12,0.0,0.0,0.0,,2500.0,,,52,0.0,,
1558,201407,0,2641.0,12,34.0,10.0,11.0,1188.0,1000.0,431.33,0.0,29,5.0,546.09,5047.9
1559,201406,0,234.0,6,0.0,0.0,0.0,,500.0,,,58,0.0,,500.0
1560,201406,0,927.0,10,0.0,0.0,6.0,,300.0,486.73,0.0,29,0.0,389.33,300.0
1561,201410,0,1105.0,4,0.0,0.0,10.0,136.0,700.0,486.63,0.0,28,0.0,544.54,200.0
1562,201407,0,2506.0,12,19.0,0.0,0.0,,1200.0,,,55,6.0,,5700.0
1563,201411,0,267.0,6,0.0,0.0,0.0,,350.0,,,29,0.0,,
1564,201409,1,2571.0,12,10.0,0.0,0.0,99.0,1000.0,,,37,4.0,,1354.32
1565,201408,0,244.0,12,0.0,0.0,0.0,,1000.0,,,62,0.0,,1000.0
1566,201402,1,132.0,12,0.0,0.0,0.0,,500.0,,,24,0.0,,1000.0
1567,201405,0,3069.0,12,43.0,10.0,7.0,1250.0,3000.0,1438.52,416.83,59,9.0,748.94,3000.0
1568,201410,0,500.0,10,0.0,0.0,0.0,,500.0,,,44,0.0,,
1569,201411,0,825.0,12,0.0,0.0,3.0,,1000.0,531.04,0.0,37,0.0,751.52,
1570,201409,0,191.0,12,0.0,0.0,0.0,,1504.0,,,30,0.0,,
1571,201412,0,1446.0,3,0.0,10.0,5.0,169.0,500.0,257.94,0.0,56,0.0,,740.0
1572,201404,1,1041.0,12,0.0,0.0,10.0,,1000.0,601.01,150.15,42,0.0,213.55,1000.0
1573,201405,0,435.0,12,0.0,0.0,0.0,,1000.0,,,64,0.0,,1800.0
1574,201408,0,301.0,12,0.0,0.0,0.0,,500.0,,,54,0.0,,1200.0
1575,201406,0,593.0,8,0.0,0.0,0.0,,1100.0,,,52,0.0,109.96,2200.0
1576,201406,0,197.0,12,0.0,0.0,0.0,,500.0,,,49,0.0,,500.0
1577,201404,0,917.0,10,0.0,0.0,7.0,,600.0,454.5,99.44,39,0.0,260.88,1748.7
1578,201410,0,483.0,12,0.0,0.0,0.0,,2000.0,,,58,0.0,,2000.0
1579,201402,1,372.0,12,0.0,0.0,0.0,,2000.0,,,51,0.0,,4817.63
1580,201412,1,1159.0,12,0.0,1.0,5.0,36.0,1000.0,175.95,0.0,21,0.0,0.0,1850.0
1581,201410,0,1297.0,10,0.0,4.0,12.0,149.0,1000.0,179.96,0.0,69,0.0,34.89,8600.0
1582,201404,0,1716.0,7,5.0,0.0,1.0,,1200.0,,,34,1.0,155.98,1550.0
1583,201401,1,335.0,12,0.0,0.0,0.0,,566.5,,,24,0.0,,1133.0
1584,201412,1,441.0,12,0.0,0.0,0.0,,1500.0,,,37,0.0,,
1585,201401,0,683.0,5,0.0,0.0,1.0,,500.0,351.89,110.77,51,0.0,368.8,1500.0
1586,201408,0,188.0,5,0.0,0.0,0.0,,400.0,,,66,0.0,,550.0
1587,201401,0,750.0,7,0.0,0.0,1.0,,393.41,206.34,26.39,23,0.0,242.33,786.82
1588,201407,0,259.0,3,0.0,0.0,0.0,,150.0,,,64,0.0,,150.0
1589,201408,0,565.0,12,0.0,0.0,0.0,,1500.0,,,21,0.0,,1851.87
1590,201411,0,1707.0,12,7.0,0.0,0.0,,800.0,,,24,1.0,,993.42
1591,201404,1,542.0,12,0.0,0.0,0.0,,859.17,,,38,0.0,,859.17
1592,201409,0,593.0,12,0.0,0.0,0.0,,1000.0,,,30,0.0,0.0,500.0
1593,201409,0,489.0,5,0.0,0.0,0.0,,1000.0,,,70,0.0,,
1594,201412,1,757.0,3,0.0,0.0,1.0,,400.0,53.97,0.0,38,0.0,110.33,1800.0
1595,201411,0,407.0,10,0.0,0.0,0.0,,1000.0,,,42,0.0,,
1596,201407,1,359.0,3,0.0,0.0,0.0,,361.64,,,29,0.0,,663.44
1597,201411,0,1243.0,12,0.0,4.0,12.0,489.0,930.59,970.92,0.0,33,0.0,322.0,1140.0
1598,201405,0,2849.0,12,18.0,4.0,9.0,347.0,611.83,,,40,17.0,369.75,611.83
1599,201401,0,3499.0,6,17.0,2.0,2.0,131.0,1000.0,79.96,0.0,38,18.0,83.46,5313.48
1600,201403,0,2195.0,10,17.0,12.0,11.0,934.0,500.0,350.82,0.0,39,8.0,264.77,500.0
1601,201401,0,197.0,4,0.0,0.0,0.0,,200.0,,,22,0.0,,400.0
1602,201412,1,4756.0,6,6.0,0.0,0.0,,500.0,,,34,13.0,,
1603,201406,0,4767.0,12,44.0,7.0,10.0,150.0,1300.0,,,49,24.0,53.94,3400.0
1604,201410,0,3985.0,12,45.0,8.0,11.0,508.0,1000.0,251.91,0.0,67,18.0,350.02,902.33
1605,201412,1,464.0,12,0.0,0.0,0.0,,2600.0,,,58,0.0,,
1606,201402,0,3215.0,12,5.0,0.0,0.0,,1000.0,,,40,3.0,,2000.0
1607,201402,0,791.0,10,0.0,0.0,2.0,,700.0,380.48,100.09,39,0.0,477.09,2400.0
1608,201408,0,166.0,12,0.0,0.0,0.0,,700.0,,,46,0.0,,
1609,201407,0,1075.0,8,0.0,0.0,11.0,,2000.0,1280.6,0.0,52,0.0,885.33,6000.0
1610,201403,0,567.0,12,0.0,0.0,0.0,,800.0,,,33,0.0,,800.0
1611,201405,0,688.0,12,0.0,0.0,0.0,,2079.85,,,33,0.0,308.41,4482.85
1612,201403,0,,12,,,,,1300.0,,,54,,,2100.0
1613,201407,0,311.0,12,0.0,0.0,0.0,,700.0,,,52,0.0,,700.0
1614,201405,0,3459.0,4,6.0,0.0,1.0,,700.0,,,52,2.0,154.73,940.0
1615,201403,1,1167.0,12,0.0,1.0,2.0,29.0,700.0,33.98,0.0,51,0.0,,900.0
1616,201405,0,193.0,12,0.0,0.0,0.0,,2053.75,,,38,0.0,,2053.75
1617,201412,0,279.0,12,0.0,0.0,0.0,,883.27,,,35,0.0,,
1618,201401,0,3190.0,12,41.0,6.0,10.0,663.0,1970.0,178.87,0.0,31,10.0,0.0,5288.64
1619,201405,1,507.0,12,0.0,0.0,0.0,,1140.0,,,50,0.0,,1140.0
1620,201403,0,2528.0,10,24.0,9.0,11.0,864.0,1000.0,1343.28,235.58,46,8.0,0.0,2000.0
1621,201411,0,778.0,12,0.0,0.0,3.0,,600.0,332.24,94.8,53,0.0,359.9,
1622,201405,0,2892.0,12,20.0,8.0,12.0,493.0,1500.0,213.22,71.26,70,5.0,195.12,1500.0
1623,201409,0,606.0,8,0.0,0.0,0.0,,1030.05,,,33,0.0,37.45,500.0
1624,201411,1,212.0,12,0.0,0.0,0.0,,1000.0,,,37,0.0,,
1625,201404,0,285.0,6,0.0,0.0,0.0,,250.0,,,39,0.0,,250.0
1626,201412,0,2566.0,12,12.0,0.0,5.0,,1170.0,800.95,195.13,70,9.0,472.51,
1627,201411,0,324.0,12,0.0,0.0,0.0,,1254.4,,,50,0.0,,
1628,201401,1,2093.0,12,14.0,5.0,10.0,246.0,2900.69,705.7,0.0,32,1.0,178.93,7777.7
1629,201411,0,583.0,8,0.0,0.0,0.0,,400.0,,,34,0.0,0.0,300.0
1630,201403,0,2848.0,12,35.0,11.0,12.0,4284.0,1200.0,3422.66,0.0,66,7.0,1450.0,3684.19
1631,201409,1,857.0,12,0.0,0.0,4.0,,1000.0,419.0,0.0,37,0.0,384.11,557.05
1632,201402,0,255.0,12,0.0,0.0,0.0,,1000.0,,,64,0.0,,2000.0
1633,201409,1,338.0,12,0.0,0.0,0.0,,750.0,,,23,0.0,,
1634,201403,0,377.0,12,0.0,0.0,0.0,,700.0,,,39,0.0,,900.0
1635,201411,1,157.0,12,0.0,0.0,0.0,,1949.08,,,37,0.0,,
1636,201402,0,3339.0,12,30.0,10.0,8.0,957.0,948.81,440.83,0.0,35,10.0,227.53,6997.62
1637,201411,1,100.0,12,0.0,0.0,0.0,,300.0,,,25,0.0,,
1638,201406,0,955.0,12,0.0,0.0,8.0,,1646.45,1134.91,0.0,50,0.0,794.68,1646.45
1639,201405,0,3773.0,12,15.0,0.0,5.0,,2979.3,693.82,0.0,54,8.0,535.67,2979.3
1640,201412,1,927.0,12,0.0,0.0,7.0,,1500.0,1541.43,420.53,66,0.0,602.08,2400.0
1641,201402,0,697.0,12,0.0,0.0,0.0,,1000.0,,,58,0.0,96.13,2000.0
1642,201407,0,284.0,12,0.0,0.0,0.0,,1000.0,,,53,0.0,,1000.0
1643,201401,0,575.0,12,0.0,0.0,0.0,,1380.4,,,49,0.0,0.0,2760.8
1644,201406,0,815.0,3,0.0,0.0,2.0,,300.0,188.97,0.0,34,0.0,276.82,300.0
1645,201405,0,860.0,12,0.0,0.0,4.0,,2479.78,448.63,0.0,62,0.0,355.49,8017.65
1646,201408,0,405.0,4,0.0,0.0,0.0,,1000.0,,,39,0.0,,1574.0
1647,201404,1,294.0,12,0.0,0.0,0.0,,1570.05,,,35,0.0,,1570.05
1648,201404,0,471.0,6,0.0,0.0,0.0,,500.0,,,29,0.0,,500.0
1649,201405,0,222.0,12,0.0,0.0,0.0,,904.85,,,30,0.0,,904.85
1650,201411,0,341.0,6,0.0,0.0,0.0,,950.19,,,42,0.0,,
1651,201407,0,3150.0,12,53.0,11.0,12.0,260.0,1000.0,1305.54,204.22,66,3.0,1107.64,2200.0
1652,201405,0,1191.0,12,0.0,2.0,11.0,247.0,1500.0,22.99,0.0,51,0.0,,2099.22
1653,201411,0,1178.0,12,0.0,2.0,11.0,305.0,1000.0,670.86,0.0,33,0.0,702.34,
1654,201403,0,812.0,3,0.0,0.0,3.0,,200.0,91.95,0.0,53,0.0,109.56,200.0
1655,201405,1,854.0,12,0.0,0.0,4.0,,1200.0,380.68,80.16,41,0.0,255.45,2200.0
1656,201402,0,1188.0,12,0.0,2.0,12.0,183.0,1000.0,265.58,78.65,50,0.0,125.37,3350.0
1657,201402,0,613.0,12,0.0,0.0,0.0,,1500.0,,,53,0.0,77.93,3000.0
1658,201405,1,801.0,12,0.0,0.0,3.0,,807.14,653.2,233.31,51,0.0,520.57,1720.01
1659,201403,1,284.0,4,0.0,0.0,0.0,,494.11,,,61,0.0,,494.11
1660,201411,1,1789.0,8,4.0,10.0,12.0,374.0,500.0,530.89,77.08,28,3.0,307.64,
1661,201408,0,1322.0,12,0.0,6.0,11.0,759.0,600.0,289.95,0.0,40,0.0,139.35,2200.0
1662,201407,1,781.0,12,0.0,0.0,2.0,,2717.8,403.21,0.0,45,0.0,471.84,7513.6
1663,201402,0,1495.0,12,1.0,11.0,5.0,460.0,1000.0,,,49,1.0,,2595.45
1664,201402,0,713.0,10,0.0,0.0,0.0,,1000.0,,,39,0.0,368.5,2700.0
1665,201408,1,362.0,12,0.0,0.0,0.0,,1690.0,,,29,0.0,,1690.0
1666,201402,0,3296.0,12,24.0,0.0,0.0,,2000.0,,,67,7.0,,4000.0
1667,201407,1,448.0,12,0.0,0.0,0.0,,2072.62,,,29,0.0,,2072.62
1668,201409,1,514.0,12,0.0,0.0,0.0,,700.0,,,23,0.0,,
1669,201402,1,538.0,12,0.0,0.0,0.0,,799.1,,,65,0.0,,1598.2
1670,201402,1,1348.0,3,0.0,2.0,4.0,166.0,400.0,,,26,0.0,,1200.0
1671,201406,0,1683.0,12,6.0,8.0,12.0,602.0,3000.0,934.68,0.0,39,2.0,640.03,16600.0
1672,201402,0,253.0,12,0.0,0.0,0.0,,1000.0,,,63,0.0,,2000.0
1673,201402,1,792.0,12,0.0,0.0,2.0,,2400.0,472.04,0.0,38,0.0,540.78,4800.0
1674,201405,0,1249.0,12,0.0,4.0,6.0,713.0,1500.0,65.96,0.0,62,0.0,,2500.0
1675,201409,0,4408.0,12,83.0,11.0,10.0,743.0,3000.0,209.92,0.0,58,9.0,224.65,5700.0
1676,201403,0,3698.0,12,22.0,12.0,11.0,664.0,2900.0,1151.59,298.5,61,18.0,507.87,7800.0
1677,201411,0,2667.0,12,37.0,12.0,12.0,441.0,1200.0,886.2,278.4,50,3.0,569.01,6494.2
1678,201412,0,204.0,12,0.0,0.0,0.0,,1000.0,,,60,0.0,,
1679,201406,0,269.0,5,0.0,0.0,0.0,,500.0,,,33,0.0,,500.0
1680,201401,1,650.0,12,0.0,0.0,0.0,,500.0,,,33,0.0,157.71,1000.0
1681,201403,0,1075.0,10,0.0,0.0,10.0,,2000.0,596.74,0.0,36,0.0,257.59,3000.0
1682,201401,1,1064.0,12,0.0,0.0,10.0,,953.37,790.72,63.08,48,0.0,323.47,1906.74
1683,201402,0,784.0,12,0.0,0.0,2.0,,1000.0,60.96,0.0,53,0.0,243.86,7820.16
1684,201409,0,3335.0,12,21.0,0.0,2.0,,2500.0,35.99,0.0,29,2.0,392.71,2000.0
1685,201408,1,541.0,12,0.0,0.0,0.0,,1000.0,,,54,0.0,,1000.0
1686,201406,1,1278.0,12,0.0,5.0,12.0,344.0,1500.0,430.19,0.0,28,0.0,352.01,4500.0
1687,201409,0,252.0,4,0.0,0.0,0.0,,800.0,,,42,0.0,,
1688,201404,0,667.0,12,0.0,0.0,0.0,,1000.0,,,26,0.0,245.95,1287.98
1689,201412,0,2847.0,12,21.0,7.0,12.0,535.0,2500.0,910.43,0.0,36,7.0,,10494.92
1690,201410,0,909.0,4,0.0,0.0,6.0,,200.0,302.43,36.55,36,0.0,231.56,
1691,201402,1,243.0,12,0.0,0.0,0.0,,1000.0,,,50,0.0,,2000.0
1692,201404,0,235.0,3,0.0,0.0,0.0,,500.0,,,23,0.0,,500.0
1693,201409,0,417.0,12,0.0,0.0,0.0,,1178.84,,,56,0.0,,2000.0
1694,201411,0,187.0,12,0.0,0.0,0.0,,1800.0,,,50,0.0,,3000.0
1695,201410,1,804.0,10,0.0,0.0,2.0,,1500.0,75.96,0.0,36,0.0,37.0,417.54
1696,201402,1,594.0,12,0.0,0.0,0.0,,600.0,,,24,0.0,0.0,1835.62
1697,201408,1,164.0,5,0.0,0.0,0.0,,500.0,,,33,0.0,,500.0
1698,201405,0,544.0,7,0.0,0.0,0.0,,260.0,,,31,0.0,,260.0
1699,201412,0,267.0,12,0.0,0.0,0.0,,2000.0,,,55,0.0,,
1700,201406,0,822.0,3,0.0,0.0,5.0,,249.25,221.39,59.68,21,0.0,288.91,249.25
1701,201408,0,282.0,10,0.0,0.0,0.0,,1200.0,,,28,0.0,,600.0
1702,201408,1,434.0,12,0.0,0.0,0.0,,1000.0,,,32,0.0,,1000.0
1703,201412,1,1839.0,12,10.0,11.0,6.0,650.0,3000.0,81.0,0.0,31,2.0,,2264.75
1704,201411,0,1170.0,12,0.0,2.0,12.0,206.0,2000.0,842.51,153.07,48,0.0,397.59,
1705,201402,0,1278.0,12,0.0,2.0,4.0,324.0,1500.0,,,49,0.0,,5600.0
1706,201408,1,158.0,8,0.0,0.0,0.0,,400.0,,,35,0.0,,400.0
1707,201406,1,555.0,12,0.0,0.0,0.0,,2500.0,,,65,0.0,,3700.0
1708,201412,0,4571.0,12,32.0,3.0,1.0,,3000.0,,,63,4.0,,3347.63
1709,201411,0,1511.0,12,1.0,8.0,2.0,246.0,1000.0,,,73,1.0,,6700.0
