id,safra,y,VAR_6,VAR_20,VAR_19,VAR_25,VAR_44,VAR_9,VAR_57,VAR_33
1143,201405,0,561.0,12,0.0,0.0,0.0,400.0,34,0.0
1144,201401,1,1648.0,6,5.0,7.0,11.0,600.0,44,1.0
1145,201402,0,4530.0,12,21.0,3.0,10.0,1500.0,59,29.0
1146,201408,1,282.0,12,0.0,0.0,0.0,3000.0,54,0.0
1147,201401,0,827.0,12,0.0,0.0,3.0,800.0,53,0.0
1148,201408,0,337.0,12,0.0,0.0,0.0,1690.0,28,0.0
1149,201406,0,219.0,6,0.0,0.0,0.0,240.0,36,0.0
1150,201406,0,1843.0,6,10.0,8.0,11.0,1000.0,62,3.0
1151,201409,1,630.0,10,0.0,0.0,0.0,1500.0,25,0.0
1152,201405,0,514.0,5,0.0,0.0,0.0,500.0,34,0.0
1153,201401,1,969.0,12,0.0,0.0,5.0,1000.0,46,0.0
1154,201401,0,458.0,12,0.0,0.0,0.0,1500.0,28,0.0
1155,201412,0,592.0,12,0.0,0.0,0.0,2500.0,35,0.0
1156,201404,0,591.0,6,0.0,0.0,0.0,200.0,55,0.0
1157,201411,0,358.0,4,0.0,0.0,0.0,477.59,46,0.0
1158,201402,0,1564.0,8,3.0,12.0,12.0,2211.91,65,1.0
1159,201412,0,1509.0,12,1.0,11.0,11.0,1400.0,31,1.0
1160,201405,0,989.0,12,0.0,0.0,9.0,2535.0,73,0.0
1161,201403,0,631.0,12,0.0,0.0,0.0,1100.74,29,0.0
1162,201405,1,435.0,12,0.0,0.0,0.0,1000.0,42,0.0
1163,201402,0,849.0,12,0.0,0.0,6.0,1200.0,62,0.0
1164,201406,1,1635.0,8,4.0,2.0,9.0,350.0,32,2.0
1165,201404,0,1538.0,12,2.0,8.0,12.0,1140.0,38,1.0
1166,201410,0,421.0,8,0.0,0.0,0.0,450.0,39,0.0
1167,201407,1,2110.0,12,7.0,6.0,11.0,1000.0,50,5.0
1168,201401,1,589.0,12,0.0,0.0,0.0,1126.96,27,0.0
1169,201410,1,233.0,12,0.0,0.0,0.0,1500.0,26,0.0
1170,201405,0,670.0,5,0.0,0.0,0.0,300.0,53,0.0
1171,201412,1,630.0,12,0.0,0.0,0.0,1600.0,24,0.0
1172,201410,1,290.0,6,0.0,0.0,0.0,2000.0,65,0.0
1173,201405,0,884.0,12,0.0,0.0,5.0,2022.89,65,0.0
1174,201409,1,870.0,12,0.0,0.0,8.0,2000.0,40,0.0
1175,201408,0,192.0,8,0.0,0.0,0.0,600.0,27,0.0
1176,201403,1,2441.0,12,22.0,3.0,8.0,1000.0,77,10.0
1177,201401,0,621.0,3,0.0,0.0,0.0,430.07,31,0.0
1178,201409,0,319.0,12,0.0,0.0,0.0,1089.6,24,0.0
1179,201407,0,4142.0,6,10.0,0.0,8.0,500.0,53,14.0
1180,201409,0,600.0,12,0.0,0.0,0.0,500.0,71,0.0
1181,201405,0,2924.0,12,33.0,11.0,11.0,1446.0,52,5.0
1182,201410,0,1395.0,12,0.0,6.0,0.0,1000.0,50,0.0
1183,201411,1,347.0,6,0.0,0.0,0.0,574.0,43,0.0
1184,201408,1,334.0,12,0.0,0.0,0.0,696.0,27,0.0
1185,201403,1,406.0,12,0.0,0.0,0.0,1500.0,41,0.0
1186,201404,0,1708.0,10,7.0,11.0,8.0,1000.0,66,1.0
1187,201402,0,472.0,6,0.0,0.0,0.0,349.03,21,0.0
1188,201412,1,750.0,12,0.0,0.0,1.0,907.25,28,0.0
1189,201403,1,319.0,7,0.0,0.0,0.0,1000.0,25,0.0
1190,201404,0,325.0,12,0.0,0.0,0.0,1200.0,34,0.0
1191,201404,0,754.0,8,0.0,0.0,1.0,500.0,36,0.0
1192,201406,0,464.0,10,0.0,0.0,0.0,1000.0,53,0.0
1193,201402,0,4048.0,12,51.0,11.0,12.0,2000.0,63,22.0
1194,201412,0,555.0,7,0.0,0.0,0.0,2395.8,41,0.0
1195,201407,0,336.0,12,0.0,0.0,0.0,1000.0,31,0.0
1196,201403,0,4125.0,12,21.0,0.0,3.0,2000.0,52,24.0
1197,201405,0,648.0,12,0.0,0.0,0.0,1801.7,28,0.0
1198,201411,0,2484.0,6,33.0,3.0,0.0,1500.0,37,1.0
1199,201412,1,1907.0,12,7.0,7.0,12.0,1224.08,27,3.0
1200,201408,0,3391.0,3,18.0,0.0,9.0,400.0,43,12.0
1201,201408,0,814.0,8,0.0,0.0,3.0,574.0,30,0.0
1202,201410,0,174.0,12,0.0,0.0,0.0,1261.81,34,0.0
1203,201405,1,908.0,12,0.0,0.0,6.0,2000.0,53,0.0
1204,201410,0,2849.0,6,16.0,0.0,0.0,800.0,37,4.0
1205,201406,0,1598.0,3,3.0,9.0,9.0,320.0,42,2.0
1206,201406,0,612.0,10,0.0,0.0,0.0,1500.0,33,0.0
1207,201406,0,2839.0,12,27.0,0.0,0.0,766.93,34,2.0
1208,201411,1,896.0,12,0.0,0.0,5.0,947.09,23,0.0
1209,201411,1,763.0,12,0.0,0.0,1.0,1000.0,74,0.0
1210,201403,0,946.0,12,0.0,0.0,3.0,1380.1,27,0.0
1211,201408,0,123.0,3,0.0,0.0,0.0,400.0,43,0.0
1212,201401,0,544.0,12,0.0,0.0,0.0,439.0,51,0.0
1213,201407,0,1017.0,6,0.0,0.0,11.0,530.0,38,0.0
1214,201402,0,511.0,3,0.0,0.0,0.0,374.0,30,0.0
1215,201402,0,3591.0,12,40.0,7.0,9.0,2000.0,67,13.0
1216,201402,0,434.0,12,0.0,0.0,0.0,1300.0,34,0.0
1217,201407,0,1478.0,12,0.0,5.0,12.0,2485.16,29,1.0
1218,201406,0,1042.0,10,0.0,0.0,11.0,1600.0,37,0.0
1219,201408,1,211.0,10,0.0,0.0,0.0,858.49,37,0.0
1220,201403,1,,12,,,,700.0,27,
1221,201403,1,2659.0,12,6.0,0.0,2.0,2000.0,60,2.0
1222,201410,0,1108.0,7,0.0,0.0,12.0,1000.0,30,0.0
1223,201401,1,2361.0,12,15.0,0.0,0.0,1237.19,30,5.0
1224,201405,0,4211.0,3,28.0,5.0,12.0,484.52,49,12.0
1225,201401,0,195.0,12,0.0,0.0,0.0,700.0,65,0.0
1226,201409,1,2663.0,10,15.0,0.0,0.0,800.0,26,6.0
1227,201404,0,4643.0,4,34.0,1.0,9.0,250.0,56,11.0
1228,201405,0,523.0,10,0.0,0.0,0.0,1800.0,43,0.0
1229,201411,1,245.0,12,0.0,0.0,0.0,600.0,38,0.0
1230,201407,1,875.0,12,0.0,0.0,5.0,1500.0,26,0.0
1231,201412,0,574.0,5,0.0,0.0,0.0,169.0,21,0.0
1232,201408,0,4267.0,5,58.0,4.0,11.0,250.0,52,21.0
1233,201402,1,226.0,3,0.0,0.0,0.0,190.0,33,0.0
1234,201407,1,3175.0,12,28.0,12.0,11.0,1800.0,52,6.0
1235,201401,1,533.0,8,0.0,0.0,0.0,500.0,50,0.0
1236,201411,0,2134.0,3,18.0,9.0,10.0,700.0,51,5.0
1237,201406,0,915.0,12,0.0,0.0,7.0,1500.0,47,0.0
1238,201407,0,657.0,10,0.0,0.0,0.0,600.0,37,0.0
1239,201404,1,262.0,8,0.0,0.0,0.0,933.31,39,0.0
1240,201403,0,594.0,12,0.0,0.0,0.0,500.0,52,0.0
1241,201401,0,3804.0,12,51.0,6.0,10.0,1100.0,50,24.0
1242,201407,1,305.0,12,0.0,0.0,0.0,1500.0,69,0.0
1243,201403,0,2528.0,12,6.0,0.0,1.0,1000.0,43,2.0
1244,201411,0,838.0,3,0.0,0.0,4.0,200.0,51,0.0
1245,201408,0,2915.0,3,4.0,0.0,0.0,150.0,29,31.0
1246,201411,0,823.0,12,0.0,0.0,4.0,400.0,28,0.0
1247,201407,1,3164.0,10,49.0,7.0,8.0,500.0,45,6.0
1248,201410,0,867.0,12,0.0,0.0,4.0,2563.06,55,0.0
1249,201405,0,244.0,12,0.0,0.0,0.0,2000.0,59,0.0
1250,201411,1,501.0,12,0.0,0.0,0.0,904.37,33,0.0
1251,201401,0,2710.0,10,19.0,5.0,0.0,320.0,30,3.0
1252,201406,0,615.0,6,0.0,0.0,0.0,700.0,24,0.0
1253,201407,0,864.0,10,0.0,0.0,4.0,1200.0,50,0.0
1254,201405,0,375.0,12,0.0,0.0,0.0,1000.0,54,0.0
1255,201402,0,4516.0,6,68.0,1.0,0.0,1000.0,69,15.0
1256,201404,0,1421.0,12,0.0,6.0,7.0,1600.0,69,0.0
1257,201408,0,698.0,12,0.0,0.0,0.0,780.08,23,0.0
1258,201402,1,412.0,12,0.0,0.0,0.0,300.0,28,0.0
1259,201406,1,244.0,12,0.0,0.0,0.0,600.0,41,0.0
1260,201406,1,539.0,12,0.0,0.0,0.0,1253.78,49,0.0
1261,201406,0,2756.0,12,27.0,2.0,0.0,1300.0,49,4.0
1262,201407,0,195.0,6,0.0,0.0,0.0,250.0,51,0.0
1263,201412,0,2186.0,12,16.0,5.0,0.0,700.0,53,7.0
1264,201403,0,498.0,12,0.0,0.0,0.0,1000.0,46,0.0
1265,201410,0,825.0,12,0.0,0.0,3.0,800.0,59,0.0
1266,201405,0,734.0,12,0.0,0.0,0.0,1000.0,52,0.0
1267,201407,0,662.0,8,0.0,0.0,0.0,1500.0,31,0.0
1268,201408,0,1173.0,12,0.0,1.0,0.0,2000.0,41,0.0
1269,201410,1,500.0,12,0.0,0.0,0.0,2000.0,34,0.0
1270,201401,0,589.0,12,0.0,0.0,0.0,900.0,42,0.0
1271,201403,0,2023.0,12,19.0,12.0,2.0,2000.0,58,2.0
1272,201407,1,525.0,12,0.0,0.0,0.0,1470.0,32,0.0
1273,201410,0,395.0,12,0.0,0.0,0.0,500.0,57,0.0
1274,201403,0,3720.0,12,32.0,0.0,0.0,2000.0,47,16.0
1275,201401,1,208.0,10,0.0,0.0,0.0,530.0,40,0.0
1276,201405,0,3438.0,12,30.0,12.0,12.0,1000.0,61,4.0
1277,201402,1,754.0,12,0.0,0.0,1.0,496.65,24,0.0
1278,201407,1,210.0,12,0.0,0.0,0.0,2470.0,67,0.0
1279,201405,0,4552.0,12,51.0,7.0,5.0,1000.0,55,26.0
1280,201412,0,2165.0,12,14.0,5.0,12.0,3000.0,62,9.0
1281,201408,1,554.0,12,0.0,0.0,0.0,500.0,49,0.0
1282,201405,0,3354.0,12,32.0,9.0,11.0,800.0,56,22.0
1283,201403,0,1046.0,12,0.0,0.0,10.0,1055.32,39,0.0
1284,201409,0,641.0,12,0.0,0.0,0.0,2200.0,54,0.0
1285,201407,0,3121.0,4,4.0,2.0,0.0,600.0,37,6.0
1286,201408,1,254.0,12,0.0,0.0,0.0,1441.63,67,0.0
1287,201406,0,1043.0,4,0.0,0.0,9.0,1000.0,37,0.0
1288,201411,0,378.0,3,0.0,0.0,0.0,597.41,25,0.0
1289,201410,0,235.0,12,0.0,0.0,0.0,2000.0,23,0.0
1290,201408,0,756.0,10,0.0,0.0,1.0,1200.0,25,0.0
1291,201407,0,2184.0,12,1.0,0.0,2.0,800.0,48,2.0
1292,201405,1,3482.0,12,10.0,10.0,3.0,1300.0,55,5.0
1293,201403,1,1088.0,12,0.0,0.0,12.0,800.0,71,0.0
1294,201401,0,451.0,10,0.0,0.0,0.0,894.75,25,0.0
1295,201405,0,2736.0,12,6.0,4.0,5.0,1554.14,53,1.0
1296,201404,0,216.0,12,0.0,0.0,0.0,785.94,31,0.0
1297,201410,0,1226.0,12,0.0,3.0,12.0,1000.0,75,0.0
1298,201406,0,368.0,10,0.0,0.0,0.0,1692.0,64,0.0
1299,201408,0,1091.0,12,0.0,0.0,11.0,1500.0,41,0.0
1300,201406,0,1953.0,12,11.0,12.0,6.0,1400.0,55,4.0
1301,201410,0,410.0,6,0.0,0.0,0.0,1000.0,55,0.0
1302,201407,1,851.0,12,0.0,0.0,6.0,3000.0,55,0.0
1303,201405,1,213.0,12,0.0,0.0,0.0,1300.0,39,0.0
1304,201406,0,229.0,12,0.0,0.0,0.0,1200.0,71,0.0
1305,201410,0,4664.0,12,61.0,12.0,12.0,3000.0,72,6.0
1306,201407,0,1895.0,12,2.0,0.0,0.0,2500.0,39,1.0
1307,201402,0,2682.0,12,23.0,0.0,0.0,1380.0,74,12.0
1308,201409,0,3908.0,12,9.0,0.0,0.0,1290.12,48,5.0
1309,201403,0,222.0,12,0.0,0.0,0.0,921.49,40,0.0
1310,201406,1,2185.0,12,16.0,0.0,3.0,2500.0,49,3.0
1311,201401,0,1690.0,12,7.0,8.0,11.0,600.0,52,1.0
1312,201408,0,4046.0,12,51.0,8.0,3.0,500.0,54,17.0
1313,201409,0,332.0,6,0.0,0.0,0.0,400.0,26,0.0
1314,201401,0,1317.0,12,0.0,3.0,11.0,843.41,21,0.0
1315,201407,1,139.0,12,0.0,0.0,0.0,1000.0,57,0.0
1316,201411,1,717.0,12,0.0,0.0,1.0,900.0,34,0.0
1317,201412,0,556.0,8,0.0,0.0,0.0,500.0,45,0.0
1318,201412,0,4771.0,12,52.0,6.0,6.0,2000.0,64,34.0
1319,201404,0,1122.0,12,0.0,0.0,12.0,1500.0,59,0.0
1320,201407,1,277.0,6,0.0,0.0,0.0,1000.0,60,0.0
1321,201402,0,203.0,12,0.0,0.0,0.0,912.08,26,0.0
1322,201403,0,1645.0,12,5.0,11.0,11.0,700.0,46,1.0
1323,201404,0,435.0,12,0.0,0.0,0.0,1000.0,55,0.0
1324,201403,0,2829.0,12,39.0,12.0,1.0,1000.0,54,6.0
1325,201404,1,275.0,10,0.0,0.0,0.0,1000.0,38,0.0
1326,201403,0,528.0,12,0.0,0.0,0.0,850.0,36,0.0
1327,201405,0,634.0,4,0.0,0.0,0.0,425.06,21,0.0
1328,201409,0,1631.0,10,4.0,6.0,9.0,500.0,54,2.0
1329,201401,1,496.0,10,0.0,0.0,0.0,1000.0,58,0.0
1330,201410,1,259.0,8,0.0,0.0,0.0,700.0,38,0.0
1331,201402,0,432.0,12,0.0,0.0,0.0,930.0,57,0.0
1332,201404,0,2984.0,12,33.0,8.0,12.0,1000.0,56,18.0
1333,201411,1,1073.0,10,0.0,0.0,12.0,1381.0,38,0.0
1334,201408,0,1987.0,12,15.0,12.0,12.0,1468.23,26,3.0
1335,201407,1,3440.0,12,26.0,0.0,0.0,2029.06,27,5.0
1336,201411,0,2134.0,12,16.0,8.0,11.0,2000.0,54,3.0
1337,201412,0,883.0,10,0.0,0.0,5.0,600.0,38,0.0
1338,201408,1,234.0,6,0.0,0.0,0.0,300.0,31,0.0
1339,201405,0,246.0,12,0.0,0.0,0.0,1200.0,26,0.0
1340,201406,1,487.0,12,0.0,0.0,0.0,1220.0,73,0.0
1341,201412,0,658.0,12,0.0,0.0,0.0,1000.0,41,0.0
1342,201407,0,360.0,12,0.0,0.0,0.0,814.61,22,0.0
1343,201403,0,396.0,3,0.0,0.0,0.0,300.0,36,0.0
1344,201409,0,1012.0,3,0.0,0.0,7.0,150.0,35,0.0
1345,201410,0,309.0,5,0.0,0.0,0.0,400.0,46,0.0
1346,201405,0,2968.0,12,12.0,0.0,6.0,1000.0,63,7.0
1347,201402,1,822.0,6,0.0,0.0,2.0,1000.0,23,0.0
1348,201408,0,767.0,10,0.0,0.0,1.0,1000.0,44,0.0
1349,201411,0,1101.0,3,0.0,0.0,3.0,700.0,44,0.0
1350,201409,0,1058.0,12,0.0,0.0,11.0,1257.96,26,0.0
1351,201405,1,349.0,12,0.0,0.0,0.0,500.0,25,0.0
1352,201411,0,587.0,12,0.0,0.0,0.0,2000.0,57,0.0
1353,201407,0,243.0,12,0.0,0.0,0.0,1771.48,65,0.0
1354,201408,1,440.0,12,0.0,0.0,0.0,1000.0,38,0.0
1355,201401,0,421.0,12,0.0,0.0,0.0,1200.0,36,0.0
1356,201403,0,3005.0,12,28.0,8.0,12.0,1500.0,45,4.0
1357,201409,0,1988.0,12,2.0,0.0,0.0,1200.0,58,1.0
1358,201406,0,601.0,12,0.0,0.0,0.0,1000.0,36,0.0
1359,201410,0,773.0,8,0.0,0.0,2.0,1000.0,49,0.0
1360,201412,0,1229.0,7,0.0,3.0,12.0,2000.0,47,0.0
1361,201412,0,1071.0,6,0.0,0.0,11.0,700.0,45,0.0
1362,201406,0,3486.0,12,9.0,7.0,11.0,1000.0,32,5.0
1363,201412,1,75.0,4,0.0,0.0,0.0,400.0,21,0.0
1364,201403,0,684.0,12,0.0,0.0,0.0,319.39,31,0.0
1365,201408,0,1341.0,4,0.0,7.0,7.0,300.0,21,0.0
1366,201402,1,1963.0,12,9.0,1.0,10.0,2900.0,25,1.0
1367,201405,0,164.0,12,0.0,0.0,0.0,500.0,32,0.0
1368,201406,0,435.0,12,0.0,0.0,0.0,600.0,32,0.0
1369,201403,0,599.0,5,0.0,0.0,0.0,1000.0,36,0.0
1370,201405,0,1805.0,12,4.0,2.0,0.0,2000.0,78,2.0
1371,201406,0,555.0,10,0.0,0.0,0.0,2000.0,43,0.0
1372,201405,0,3060.0,6,35.0,9.0,12.0,500.0,65,5.0
1373,201402,0,115.0,12,0.0,0.0,0.0,648.01,25,0.0
1374,201408,0,614.0,4,0.0,0.0,0.0,1000.0,38,0.0
1375,201411,0,1254.0,12,0.0,3.0,0.0,3000.0,65,0.0
1376,201407,1,662.0,12,0.0,0.0,0.0,1136.81,29,0.0
1377,201402,1,285.0,12,0.0,0.0,0.0,792.58,19,0.0
1378,201408,1,239.0,12,0.0,0.0,0.0,800.0,34,0.0
1379,201406,1,422.0,8,0.0,0.0,0.0,2000.0,38,0.0
1380,201409,0,947.0,12,0.0,0.0,7.0,900.0,41,0.0
1381,201411,0,675.0,8,0.0,0.0,1.0,1000.0,41,0.0
1382,201402,0,576.0,12,0.0,0.0,0.0,350.0,25,0.0
1383,201404,0,1926.0,12,12.0,8.0,11.0,1000.0,36,4.0
1384,201408,0,,12,,,,1200.0,75,
1385,201403,0,920.0,12,0.0,0.0,6.0,900.0,40,0.0
1386,201404,0,234.0,12,0.0,0.0,0.0,1000.0,52,0.0
1387,201404,0,241.0,10,0.0,0.0,0.0,1500.0,54,0.0
1388,201405,1,1302.0,12,0.0,6.0,10.0,2000.0,66,0.0
1389,201409,0,1195.0,6,0.0,2.0,5.0,150.0,34,0.0
1390,201407,0,210.0,12,0.0,0.0,0.0,1000.0,52,0.0
1391,201405,1,2429.0,12,14.0,7.0,0.0,2100.0,41,3.0
1392,201407,0,673.0,12,0.0,0.0,0.0,1038.0,44,0.0
1393,201406,0,1377.0,10,0.0,7.0,11.0,2000.0,36,0.0
1394,201411,0,741.0,12,0.0,0.0,0.0,700.0,33,0.0
1395,201409,0,354.0,7,0.0,0.0,0.0,1000.0,35,0.0
1396,201405,0,540.0,4,0.0,0.0,0.0,250.0,38,0.0
1397,201408,0,1703.0,12,6.0,2.0,3.0,861.3,27,2.0
1398,201405,1,274.0,12,0.0,0.0,0.0,750.0,36,0.0
1399,201412,1,3598.0,12,58.0,8.0,12.0,2000.0,58,11.0
1400,201407,0,195.0,12,0.0,0.0,0.0,800.0,61,0.0
1401,201402,0,2873.0,12,3.0,0.0,0.0,1000.0,48,4.0
1402,201407,1,217.0,3,0.0,0.0,0.0,300.0,38,0.0
1403,201401,1,632.0,4,0.0,0.0,0.0,350.0,39,0.0
1404,201402,1,294.0,12,0.0,0.0,0.0,2477.72,62,0.0
1405,201410,0,257.0,3,0.0,0.0,0.0,150.0,38,0.0
1406,201410,0,3305.0,12,12.0,0.0,0.0,800.0,64,8.0
1407,201410,0,235.0,3,0.0,0.0,0.0,150.0,54,0.0
1408,201405,1,451.0,12,0.0,0.0,0.0,960.0,39,0.0
1409,201401,0,2408.0,12,20.0,10.0,11.0,1000.0,46,3.0
1410,201410,0,466.0,12,0.0,0.0,0.0,2842.0,57,0.0
1411,201409,0,3729.0,6,70.0,12.0,12.0,700.0,44,3.0
1412,201403,0,459.0,12,0.0,0.0,0.0,1000.0,38,0.0
1413,201412,0,757.0,4,0.0,0.0,1.0,250.0,22,0.0
1414,201404,0,3780.0,6,53.0,3.0,9.0,250.0,37,14.0
1415,201405,0,721.0,12,0.0,0.0,0.0,800.0,42,0.0
1416,201409,0,930.0,12,0.0,0.0,7.0,1567.37,34,0.0
1417,201401,1,894.0,8,0.0,0.0,5.0,1000.0,41,0.0
1418,201409,0,347.0,5,0.0,0.0,0.0,500.0,30,0.0
1419,201407,0,272.0,12,0.0,0.0,0.0,1500.0,58,0.0
1420,201408,1,175.0,12,0.0,0.0,0.0,2000.0,61,0.0
1421,201401,0,1415.0,12,0.0,5.0,12.0,843.0,26,0.0
1422,201409,0,912.0,12,0.0,0.0,6.0,900.0,33,0.0
1423,201408,0,656.0,12,0.0,0.0,0.0,896.0,38,0.0
1424,201408,1,370.0,12,0.0,0.0,0.0,2000.0,45,0.0
1425,201404,1,3226.0,12,35.0,6.0,10.0,1700.0,38,9.0
1426,201410,1,1259.0,12,0.0,4.0,1.0,1000.0,29,0.0
1427,201409,1,135.0,12,0.0,0.0,0.0,1176.18,45,0.0
1428,201406,0,227.0,12,0.0,0.0,0.0,1000.0,52,0.0
1429,201406,0,4915.0,6,31.0,0.0,0.0,500.0,44,4.0
1430,201410,0,1343.0,12,0.0,3.0,9.0,1455.14,44,0.0
1431,201402,0,953.0,12,0.0,0.0,7.0,1500.0,35,0.0
1432,201412,0,3195.0,12,21.0,7.0,2.0,1854.48,39,4.0
1433,201411,1,3569.0,12,19.0,1.0,0.0,500.0,30,34.0
1434,201410,0,1153.0,5,0.0,2.0,11.0,500.0,35,0.0
1435,201408,0,3170.0,4,47.0,12.0,12.0,150.0,54,4.0
1436,201402,1,240.0,12,0.0,0.0,0.0,300.0,25,0.0
1437,201407,0,165.0,12,0.0,0.0,0.0,1494.1,55,0.0
1438,201407,0,4565.0,12,64.0,12.0,12.0,1000.0,56,13.0
1439,201402,0,4397.0,12,26.0,0.0,0.0,2000.0,55,5.0
1440,201408,0,373.0,6,0.0,0.0,0.0,1000.0,37,0.0
1441,201412,0,1040.0,12,0.0,0.0,10.0,1700.0,64,0.0
1442,201406,0,290.0,8,0.0,0.0,0.0,600.0,33,0.0
1443,201412,1,376.0,12,0.0,0.0,0.0,1600.0,33,0.0
1444,201406,1,746.0,10,0.0,0.0,1.0,400.0,37,0.0
1445,201402,0,574.0,3,0.0,0.0,0.0,317.3,37,0.0
1446,201403,0,674.0,12,0.0,0.0,0.0,1000.0,51,0.0
1447,201407,0,1367.0,12,0.0,7.0,12.0,1300.0,33,0.0
1448,201409,1,339.0,12,0.0,0.0,0.0,1000.0,35,0.0
1449,201403,0,790.0,8,0.0,0.0,2.0,490.55,23,0.0
1450,201408,0,648.0,3,0.0,0.0,0.0,500.0,51,0.0
1451,201401,0,4045.0,12,56.0,7.0,12.0,900.0,51,7.0
1452,201409,0,1362.0,12,0.0,4.0,0.0,1000.0,42,0.0
1453,201407,0,409.0,12,0.0,0.0,0.0,1633.19,53,0.0
1454,201405,1,346.0,8,0.0,0.0,0.0,500.0,31,0.0
1455,201402,0,398.0,12,0.0,0.0,0.0,1150.0,68,0.0
1456,201410,1,302.0,12,0.0,0.0,0.0,2000.0,33,0.0
1457,201403,0,1284.0,12,0.0,6.0,11.0,1041.0,23,0.0
1458,201412,0,1987.0,8,10.0,7.0,10.0,1500.0,43,7.0
1459,201406,0,1005.0,7,0.0,0.0,9.0,700.0,52,0.0
1460,201412,0,736.0,12,0.0,0.0,0.0,1083.0,25,0.0
1461,201402,1,406.0,12,0.0,0.0,0.0,909.61,33,0.0
1462,201410,0,2267.0,8,16.0,0.0,0.0,1500.0,39,3.0
1463,201408,0,1303.0,12,0.0,3.0,12.0,800.0,32,0.0
1464,201401,0,596.0,12,0.0,0.0,0.0,968.68,25,0.0
1465,201405,0,358.0,12,0.0,0.0,0.0,862.86,33,0.0
1466,201409,1,1127.0,12,0.0,0.0,10.0,1000.0,30,0.0
1467,201410,0,970.0,4,0.0,0.0,8.0,1478.0,38,0.0
1468,201405,1,311.0,10,0.0,0.0,0.0,2295.49,49,0.0
1469,201412,1,1965.0,12,9.0,3.0,0.0,1500.0,59,7.0
1470,201407,0,285.0,8,0.0,0.0,0.0,500.0,23,0.0
1471,201402,1,3684.0,12,32.0,5.0,12.0,1500.0,39,20.0
1472,201405,1,234.0,12,0.0,0.0,0.0,676.21,41,0.0
1473,201412,1,1945.0,12,6.0,0.0,1.0,2623.7,34,4.0
1474,201411,0,3611.0,12,51.0,11.0,12.0,2986.42,46,19.0
1475,201407,0,953.0,12,0.0,0.0,7.0,992.71,53,0.0
1476,201410,1,137.0,12,0.0,0.0,0.0,2000.0,34,0.0
1477,201407,1,672.0,12,0.0,0.0,0.0,2000.0,59,0.0
1478,201411,0,,12,,,,2000.0,32,
1479,201409,0,734.0,6,0.0,0.0,0.0,2000.0,52,0.0
1480,201412,1,947.0,10,0.0,0.0,8.0,1592.05,21,0.0
1481,201411,1,701.0,12,0.0,0.0,0.0,1641.61,40,0.0
1482,201412,1,938.0,8,0.0,0.0,6.0,1000.0,24,0.0
1483,201412,0,,10,,,,1000.0,72,
1484,201401,1,3975.0,7,37.0,9.0,11.0,500.0,57,29.0
1485,201412,0,425.0,6,0.0,0.0,0.0,600.0,39,0.0
1486,201405,0,2562.0,12,20.0,5.0,0.0,1177.81,39,10.0
1487,201409,0,862.0,9,0.0,0.0,3.0,350.0,25,0.0
1488,201405,0,1784.0,4,9.0,7.0,12.0,400.0,25,2.0
1489,201411,0,1622.0,12,4.0,12.0,11.0,700.0,47,1.0
1490,201404,0,251.0,12,0.0,0.0,0.0,891.65,50,0.0
1491,201409,0,725.0,12,0.0,0.0,0.0,1000.0,62,0.0
1492,201407,0,165.0,3,0.0,0.0,0.0,500.0,23,0.0
1493,201406,1,4843.0,12,61.0,1.0,11.0,1500.0,62,28.0
1494,201411,0,834.0,12,0.0,0.0,3.0,300.0,38,0.0
1495,201406,0,742.0,12,0.0,0.0,1.0,1000.0,56,0.0
1496,201404,0,2334.0,12,23.0,0.0,4.0,2000.0,50,2.0
1497,201408,0,667.0,8,0.0,0.0,0.0,500.0,32,0.0
1498,201401,0,3890.0,12,29.0,0.0,0.0,2000.0,34,14.0
1499,201409,0,1168.0,12,0.0,0.0,3.0,875.0,22,0.0
1500,201405,0,4639.0,12,44.0,5.0,12.0,1000.0,51,5.0
1501,201403,0,1065.0,6,0.0,0.0,7.0,1000.0,41,0.0
1502,201410,0,221.0,12,0.0,0.0,0.0,1099.22,23,0.0
1503,201405,0,2496.0,8,10.0,12.0,11.0,500.0,72,2.0
1504,201409,0,3193.0,10,40.0,8.0,0.0,1000.0,41,13.0
1505,201410,1,662.0,10,0.0,0.0,0.0,1034.49,56,0.0
1506,201405,0,3782.0,12,68.0,12.0,12.0,1500.0,66,7.0
1507,201401,0,,12,,,,1500.0,50,
1508,201403,0,409.0,12,0.0,0.0,0.0,500.0,73,0.0
1509,201405,0,2704.0,12,22.0,5.0,9.0,1000.0,37,2.0
1510,201412,0,2821.0,12,6.0,0.0,6.0,2252.69,27,2.0
1511,201411,1,1187.0,12,0.0,2.0,11.0,1500.0,53,0.0
1512,201401,1,457.0,12,0.0,0.0,0.0,900.0,31,0.0
1513,201409,0,1592.0,10,3.0,12.0,12.0,1000.0,24,1.0
1514,201408,1,312.0,12,0.0,0.0,0.0,1478.46,21,0.0
1515,201405,0,656.0,12,0.0,0.0,0.0,1000.0,42,0.0
1516,201409,1,318.0,12,0.0,0.0,0.0,2100.0,38,0.0
1517,201403,0,260.0,12,0.0,0.0,0.0,500.0,50,0.0
1518,201402,1,1181.0,12,0.0,2.0,9.0,1300.0,40,0.0
1519,201411,0,2625.0,12,20.0,0.0,0.0,2000.0,70,4.0
1520,201403,0,4829.0,12,66.0,12.0,12.0,800.0,51,9.0
1521,201406,0,338.0,8,0.0,0.0,0.0,500.0,33,0.0
